gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,AvgMonthlySpend,ServiceCount,ContractRiskScore,ElectronicCheckFlag,TenureGroup,HighSpendFlag,Cluster,RiskSegment
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,632.95,1,600.0,79.11875,2,3,1,3,1,2,High Risk
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,5193.2,0,5239.0,83.76129032258065,7,1,0,1,1,0,Low Risk
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8,0,7450.400000000001,112.4,7,1,0,1,1,0,Low Risk
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,270.95,1,268.5,45.15833333333333,1,3,1,3,0,1,Medium Risk
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,5460.2,0,5642.0,78.00285714285714,6,1,0,1,1,0,Low Risk
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1614.2,0,1614.0,80.71000000000001,2,3,0,0,1,2,High Risk
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0,378.0,80.5,2,3,1,3,1,2,High Risk
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,0,1382.4,56.989583333333336,5,2,1,0,0,1,Medium Risk
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,1,484.55,43.97272727272727,1,3,1,3,0,1,Medium Risk
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,7962.2,0,7963.2,110.58611111111112,7,1,0,1,1,0,Low Risk
0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3810.8,0,3841.2,57.73939393939394,4,1,0,1,0,0,Low Risk
0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3533.6,0,3645.0,78.52444444444444,6,1,0,2,1,0,Low Risk
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,0,1359.3,20.244927536231884,1,1,0,1,0,1,Medium Risk
1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,1345.55,1,1284.0,89.70333333333333,3,3,0,0,1,2,High Risk
0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1646.45,0,1667.4,58.801785714285714,3,3,0,2,0,1,Medium Risk
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,1,8088.5,116.10857142857144,8,2,0,1,1,0,Low Risk
0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15,0,2719.8,74.44861111111112,6,2,0,2,1,0,Low Risk
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0,1,1385.6,80.0625,3,3,1,0,1,2,High Risk
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1,1533.6,86.32777777777778,3,3,1,0,1,2,High Risk
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55,1,3320.1000000000004,94.33970588235294,4,3,1,2,1,2,High Risk
1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,2049.05,0,1894.2,48.786904761904765,3,2,0,2,0,1,Medium Risk
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3629.2,0,3405.6000000000004,75.60833333333333,5,2,0,2,1,0,Low Risk
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,1,5148.849999999999,109.03297872340426,7,3,1,2,1,0,Low Risk
0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45,1,3492.45,89.08846153846153,5,2,1,2,1,2,High Risk
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,202.3,0,229.9,18.39090909090909,1,1,0,3,0,1,Medium Risk
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5,0,139.65,21.071428571428573,1,3,0,3,0,1,Medium Risk
0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,86.35,0,73.80000000000001,28.78333333333333,2,3,0,3,0,1,Medium Risk
1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579.0,0,533.6,72.375,4,3,1,3,1,2,High Risk
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,1,19.45,19.45,1,3,0,3,0,1,Medium Risk
1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,3131.55,0,3033.6,97.8609375,5,2,0,2,1,0,Low Risk
1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3928.3,0,3951.0,65.47166666666666,5,2,0,1,1,0,Low Risk
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75,0,199.5,18.775,1,3,0,3,0,1,Medium Risk
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15,0,1750.15,24.086619718309866,2,1,0,1,0,1,Medium Risk
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,1,81.4,19.0875,1,3,0,3,0,1,Medium Risk
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,69.25,69.25,1,3,1,3,1,2,High Risk
0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6,0,2203.75,50.03720930232558,4,2,0,2,0,1,Medium Risk
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,1,5870.5,101.035593220339,5,2,0,1,1,0,Low Risk
0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,1221.55,0,1247.75,53.11086956521739,3,3,1,0,0,1,Medium Risk
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,1496.45,0,1396.8,20.78402777777778,1,1,0,1,0,1,Medium Risk
1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2,0,1237.5,58.73636363636364,3,2,0,0,0,1,Medium Risk
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,25.15,0,25.15,25.15,0,3,0,3,0,1,Medium Risk
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,0,1652.55,24.827536231884057,2,1,0,1,0,1,Medium Risk
1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1748.9,0,1770.0,34.978,2,2,0,1,0,1,Medium Risk
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,25.2,1,25.2,25.2,0,3,1,3,0,1,Medium Risk
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45,1,90.0,48.225,1,3,0,3,0,1,Medium Risk
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,1114.55,0,1130.25,74.30333333333333,2,3,0,0,1,2,High Risk
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,609.1,0,632.4,19.648387096774197,1,1,0,2,0,1,Medium Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,20.15,20.15,1,3,0,3,0,1,Medium Risk
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,7133.25,1,6930.0,108.07954545454544,6,3,0,1,1,0,Low Risk
0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,1397.475,0,0.0,0.0,5,1,0,3,0,1,Medium Risk
1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,169.45,1,164.10000000000002,56.48333333333333,2,3,0,3,0,1,Medium Risk
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,141.6,0,160.0,17.7,1,1,0,3,0,1,Medium Risk
1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65,0,4675.2,73.26015625,5,2,0,1,1,0,Low Risk
0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05,0,574.0,20.10892857142857,1,3,0,2,0,1,Medium Risk
0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,5985.0,0,5742.75,105.0,5,2,0,1,1,0,Low Risk
0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,1258.6,1,1221.5,89.89999999999999,4,3,1,0,1,2,High Risk
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,373.5,0,379.05,19.657894736842103,1,1,0,0,0,1,Medium Risk
1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,857.2,1,799.5,85.72,2,3,1,3,1,2,High Risk
0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2553.35,0,2532.15,50.0656862745098,3,3,1,1,0,1,Medium Risk
0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,4322.85,0,4398.55,64.52014925373135,5,1,0,1,1,0,Low Risk
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,250.8,0,224.95,22.8,1,3,1,3,0,1,Medium Risk
1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,0,4388.400000000001,63.181250000000006,5,1,0,1,0,0,Low Risk
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,1359.5,0,1343.1,20.598484848484848,1,2,1,1,0,1,Medium Risk
0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1639.3,1,1590.3,91.07222222222222,4,3,1,0,1,2,High Risk
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,178.85,0,175.5,19.87222222222222,1,3,1,3,0,1,Medium Risk
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,633.85,0,676.8000000000001,70.42777777777778,2,3,0,3,1,2,High Risk
1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,5315.1,0,5349.6,110.73125,7,3,0,2,1,0,Low Risk
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5,0,701.5,73.55,1,3,0,3,1,2,High Risk
0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,889.9,1,852.75,98.87777777777778,4,3,1,3,1,2,High Risk
0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1290.0,1,1235.65,99.23076923076924,4,3,1,0,1,2,High Risk
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05,1,313.8,82.5125,3,3,1,3,1,2,High Risk
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95,1,280.8,59.4875,1,3,1,3,1,2,High Risk
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6474.4,0,6624.0,89.92222222222222,8,1,0,1,1,0,Low Risk
0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,0,4360.5,86.70490196078431,7,1,0,1,1,0,Low Risk
1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2452.7,1,2421.95,41.57118644067796,2,3,0,1,0,1,Medium Risk
1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,813.85,1,856.0,81.385,3,3,1,3,1,2,High Risk
1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,0,5011.150000000001,80.40737704918034,3,3,1,1,1,0,Low Risk
1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05,0,4557.6,83.03796296296296,4,2,1,1,1,0,Low Risk
0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,2033.85,0,2009.7,61.631818181818176,4,3,0,2,0,1,Medium Risk
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,538.2,0,546.75,19.933333333333334,1,1,0,2,0,1,Medium Risk
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,79.2,1,79.2,79.2,2,3,1,3,1,2,High Risk
1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,2192.9,0,2191.9,95.34347826086956,4,3,0,0,1,2,High Risk
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0,19.85,19.85,1,3,0,3,0,1,Medium Risk
1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3858.05,0,3795.75,85.73444444444445,7,1,0,2,1,0,Low Risk
0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,854.8,0,774.1500000000001,21.91794871794872,1,1,0,2,0,1,Medium Risk
1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,347.4,1,350.0,69.47999999999999,4,2,0,3,1,2,High Risk
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,0,5925.599999999999,80.76597222222222,7,1,0,1,1,0,Low Risk
0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4,0,3874.4,68.45517241379311,4,3,0,1,1,0,Low Risk
0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15,0,3122.0,43.68785714285715,4,1,0,1,0,1,Medium Risk
1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,0,6005.45,100.74098360655738,5,2,0,1,1,0,Low Risk
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2,0,141.4,64.6,1,3,0,3,1,2,High Risk
0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,1165.9,0,1147.7,25.345652173913045,2,2,0,2,0,1,Medium Risk
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,49.95,1,49.95,49.95,2,3,0,3,0,1,Medium Risk
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0,1,1523.5,70.63636363636364,1,3,1,0,1,2,High Risk
0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,0,4920.0,102.171875,6,1,0,2,1,0,Low Risk
1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,0,5539.2,88.00859375,7,1,0,1,1,0,Low Risk
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25,0,1749.6,22.822916666666668,2,1,0,1,0,1,Medium Risk
0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,740.55,0,700.2,61.7125,3,3,0,3,0,1,Medium Risk
0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55,1,3204.5,94.63382352941176,5,3,1,2,1,2,High Risk
0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,0,4950.0,67.89166666666667,5,1,0,1,1,0,Low Risk
1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25,0,2488.2,84.14655172413794,4,3,1,2,1,2,High Risk
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55,0,663.3000000000001,18.80454545454545,1,2,0,2,0,1,Medium Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,20.35,0,20.35,20.35,1,3,0,3,0,1,Medium Risk
0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,0,6869.599999999999,110.33790322580644,7,2,1,1,1,0,Low Risk
1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,3001.2,1,2993.0,73.19999999999999,5,2,1,2,1,2,High Risk
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2,1,6403.2,97.721875,5,2,0,1,1,0,Low Risk
0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,319.6,0,331.4,79.9,3,3,0,3,1,2,High Risk
0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1938.05,0,2024.4,80.75208333333333,4,3,1,0,1,2,High Risk
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,294.5,0,273.7,21.035714285714285,1,2,0,0,0,1,Medium Risk
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.3,0,59.85,19.433333333333334,1,3,0,3,0,1,Medium Risk
0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,442.85,1,399.2,110.7125,5,3,0,3,1,2,High Risk
0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0,1,630.0,30.72222222222222,1,3,1,0,0,1,Medium Risk
1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,546.45,0,530.0,68.30625,3,3,1,3,1,2,High Risk
0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,797.1,0,815.5,22.774285714285718,2,1,0,2,0,1,Medium Risk
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,1,76.0,76.0,2,3,1,3,1,2,High Risk
1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1673.8,0,1669.8,25.36060606060606,2,1,0,1,0,1,Medium Risk
1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,343.45,0,356.4,42.93125,3,1,0,3,0,1,Medium Risk
0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,7412.25,0,7391.099999999999,104.39788732394366,6,2,0,1,1,0,Low Risk
0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,4039.0,0,3979.65,93.93023255813954,4,3,0,2,1,0,Low Risk
0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,170.85,1,187.7,85.425,4,3,1,3,1,2,High Risk
1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2948.6,0,2942.05,101.67586206896551,5,3,0,2,1,2,High Risk
0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,1308.4,1,1264.5,87.22666666666667,3,3,1,0,1,2,High Risk
1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,6078.75,0,6145.75,93.51923076923076,6,1,0,1,1,0,Low Risk
1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,3418.2,0,3342.5,97.66285714285712,5,3,1,2,1,2,High Risk
1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0,6419.2,103.184375,5,2,0,1,1,0,Low Risk
0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9,0,3219.0,54.60172413793104,4,1,0,1,0,1,Medium Risk
0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75,0,897.3000000000001,48.09722222222222,2,3,0,0,0,1,Medium Risk
1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,6373.1,0,5999.849999999999,95.12089552238808,4,3,0,1,1,0,Low Risk
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0,1206.4499999999998,18.683333333333334,1,1,0,1,0,1,Medium Risk
0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75,0,5988.0,99.7625,5,3,1,1,1,0,Low Risk
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,732.5,1,759.6,81.38888888888889,3,3,0,3,1,2,High Risk
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,0,7913.5,112.415,8,1,0,1,1,0,Low Risk
1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,1,1516.5,100.27,5,3,1,0,1,2,High Risk
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,0,957.6,19.51458333333333,1,2,0,2,0,1,Medium Risk
1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,741.4,0,889.8000000000001,61.78333333333333,5,3,1,3,1,2,High Risk
1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,0,6532.0,92.74929577464788,6,2,1,1,1,0,Low Risk
1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4,0,3249.4,70.96363636363637,2,3,1,2,1,2,High Risk
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,50.45,1,50.45,50.45,2,3,1,3,0,1,Medium Risk
1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25,0,1100.25,24.183333333333334,2,1,0,2,0,1,Medium Risk
0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0,570.4,26.75434782608696,2,2,0,0,0,1,Medium Risk
0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,0,2788.55,67.63255813953488,4,2,0,2,1,2,High Risk
1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,739.9,0,726.25,21.14,1,3,0,2,0,1,Medium Risk
1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,593.85,0,620.5500000000001,65.98333333333333,5,3,0,3,1,2,High Risk
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1132.75,1,1199.4,94.39583333333331,5,3,0,3,1,2,High Risk
0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,0,7111.0,111.19153846153846,7,3,0,1,1,0,Low Risk
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1,182.8,96.8,4,3,1,3,1,2,High Risk
1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,0,1323.0,47.827777777777776,2,3,0,2,0,1,Medium Risk
0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0,2010.0,50.58875,2,2,0,2,0,1,Medium Risk
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65,1,377.75,69.92999999999999,2,3,0,3,1,2,High Risk
1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0,159.2,19.24375,1,2,0,3,0,1,Medium Risk
0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8,0,5672.4,94.11724137931034,5,2,0,1,1,0,Low Risk
0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,0,5215.599999999999,100.85480769230767,5,2,1,1,1,0,Low Risk
1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0,167.39999999999998,51.51666666666667,3,3,0,3,0,1,Medium Risk
1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0,4557.150000000001,109.93048780487804,7,1,1,2,1,0,Low Risk
1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,2031.95,0,1971.0,101.5975,5,3,0,0,1,2,High Risk
1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05,0,50.05,50.05,2,3,1,3,0,1,Medium Risk
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,1,323.2,83.1125,3,3,0,3,1,2,High Risk
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0,479.55,20.604347826086958,1,3,1,0,0,1,Medium Risk
0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,106.8,0,117.0,17.8,1,3,0,3,0,1,Medium Risk
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0,154.8,19.075,1,3,0,3,0,1,Medium Risk
1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0,1251.0,66.63333333333334,5,3,0,0,1,2,High Risk
1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0,2537.6,49.135576923076925,3,3,0,1,0,1,Medium Risk
1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,0,2929.5,96.1032258064516,4,3,1,2,1,2,High Risk
1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,654.85,0,598.8499999999999,22.58103448275862,1,3,0,2,0,1,Medium Risk
0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0,3817.8,106.51111111111112,7,1,0,2,1,0,Low Risk
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75,1,1600.0,95.921875,5,3,1,0,1,2,High Risk
1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,0,4548.599999999999,109.1940476190476,6,2,1,2,1,0,Low Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,20.55,1,20.55,20.55,1,3,1,3,0,1,Medium Risk
0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,0,5979.0,99.0175,5,1,1,1,1,0,Low Risk
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,424.15,1,426.5,84.83,4,3,1,3,1,2,High Risk
1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0,2109.8,101.58863636363635,5,3,0,0,1,2,High Risk
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,666.75,0,720.0,18.52083333333333,1,2,0,2,0,1,Medium Risk
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0,1,281.6,70.25,1,3,1,3,1,2,High Risk
1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0,584.5500000000001,60.86666666666666,4,3,0,3,1,2,High Risk
1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0,74.6,74.6,2,3,0,3,1,2,High Risk
1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0,590.4000000000001,47.59583333333333,2,3,1,3,0,1,Medium Risk
0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6,0,1696.25,76.37391304347825,5,2,0,0,1,2,High Risk
1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,0,5722.599999999999,92.44274193548388,5,2,0,1,1,0,Low Risk
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55,1,3655.6,93.9337837837838,5,3,0,2,1,2,High Risk
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0,153.6,19.60625,1,3,0,3,0,1,Medium Risk
1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0,2748.15,86.55483870967741,4,3,0,2,1,2,High Risk
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,1,967.2,68.98076923076923,2,3,0,0,1,2,High Risk
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3,1,2370.0,100.30416666666667,5,3,1,0,1,2,High Risk
1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0,4317.75,99.03666666666666,5,3,0,2,1,0,Low Risk
0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0,7272.6,101.4340579710145,6,1,0,1,1,0,Low Risk
